X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.267419273410752,39.975619363413323,525,126515001,7810,4320,Lamberton Robert High School,Lamberton Robert HS,7501 Woodbine Ave,19151,581-5650,Open,High School,9-12,195,District,District
-75.210676668036996,39.96937385943049,526,126515001,8121,1450,Philadelphia Learning Academy South,Phila Learning Acad,4300 Westminster Ave,19104,581-5530,Open,High School,9-12,226,District,District
-75.181175705274285,40.024584222143787,527,226510028,,,Cedar Ridge Academy,Cedar Ridge,5450 Wissahickon Ave.,19144,(215)490-5723,Open,High School,9-12,0,Private,Private
-75.150633465944153,39.947381196905702,528,326510174,,,"Chesterbrook Academy
",Chesterbrook Acad,510 Walnut Street,19106,(215)592-8257,Open,Pre-school,Preschool,,Private,Private
-75.15946754930043,40.039608635393733,529,326510169,,,Clarke Schools for Hearing and Speech,Clarke PA,625 Wister Street,19144,(610)525-9600,Open,Pre-school,Preschool,,Private,Private
-75.165131052724007,39.988716654902532,530,226510085,,,Computer Kidz Christian Academy,Computer Kidz,2243-57 N. 20th Street,19132,(215)235-1230,Open,Pre-school,Preschool,12,Private,Private
-75.146386095247905,40.032528046468421,531,226510080,,,Cristo Rey Philadelphia High School,Cristo Rey Phila HS,5218 N. Broad Street,19141,(215)219-3943,Open,High School,9-12,125,Private,Private
-75.189280753059464,40.058862814145975,532,226510088,,,Education Nation Christian Academy,Education Nation Christian Acad,13 East Mount Pleasant Avenue,19119,(267)408-1209,Open,,,,Private,Private
-75.167263557634996,40.055578353783879,533,300513890,,,Green Tree School,Green Tree,1196 E Washington Lane,19138,(215) 866-0200,Open,Special Center,Ungraded,,Private,Private
-75.197961397636547,39.955696027928568,534,326510172,,,"Hildebrandt Learning Center, Phila Cathedral Early Leaning Ctr",Hildebrandt Lrn Ctr,19 S 38th Street,19104,(267)941-1600,Open,Pre-school,Preschool,,Private,Private
-75.222000392174195,40.002671266615422,535,326510078,,,Huntington Learning Center,Huntington Lrn Ctr,4514-D City Ave,19131,(610)726-9930,Open,Tutoring,Ungraded,,Private,Private
-75.230077727142003,39.991312214864145,536,226510083,,,"In The Beginning, Inc.",In The Beginning,5200 Wynnefield Avenue,19131,(215) 878-4034,Open,Kindergarten,pre K-K,,Private,Private
-75.150620926238631,40.048351016001035,537,326510171,,,Ogontz Academy,Ogontz Acad,6149 Ogontz Ave,19141,(215)927-5437,Open,Kindergarten,Kindergarten,7,Private,Private
-75.115382181865883,40.027302879828319,538,226510081,,,Olney Christian School,Olney Christian Sch,425 E. Roosevelt Blvd,19120,(215)324-1186,Open,Elementary School,K-2,29,Private,Private
-75.16761180925063,39.922574102320731,539,226511502,,,Our Lady of Hope Regional Catholic School,Our Lady of Hope,1248 Jackson Street,19148,(215)467-5385,Open,Elem/Middle,K-8,378,Private,Archdiocese
-75.274219988844777,39.977146688557461,540,300516550,,,Overbrook Learning Center,Overbrook Lrn Ctr,7708 City Line Ave,19151,(215)877-8801,Open,Tutoring,Ungraded,,Private,Private
-75.157291570026786,39.957561732311241,541,226510086,,,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,Open,Elem/Mid/High,K-12,,Private,Private
-75.176166291116971,39.94153997384285,542,226510071,,,Philadelphia Free School,Phila Free Sch,2001 Christian Street,19146,(215)218-9586,Open,Elem/Mid/High,pre K-12,,Private,Private
-75.07544875577527,40.021659631717661,543,226500000,,,School of Faith in God,Faith in God,1680-82 Bridge Street,19124,(215)833-7613,Open,Elem/Mid/High,K-12,,Private,Private
-75.183697188649163,40.006745703144588,544,226510067,,,Smart Center Academy,Smart Centera Acad,3301-33 W. Westmoreland Street,19129,(610)742-2804,Open,Pre-school,Preschool,,Private,Private
-75.16104775875074,39.927578398580927,545,226519042,,,St Anthony of Padua Regional Catholic School,St Anthony of Padua,913 Pierce Street,19148,(215)468-0353,Open,Elem/Middle,pre K-8,309,Private,Archdiocese
-75.151303387234407,39.948006504794193,546,300518660,,,"Sylvan Learning Center
",Sylvan Lrn Ctr,601 Walnut St,19106,(215)238-8380,Open,Tutoring,Ungraded,,Private,Private
-75.061229003633656,40.056780112643693,547,226510054,,,The Gan,The Gan,7622 Castor Avenue,19111,(215)745-5080,Open,Kindergarten,Kindergarten,20,Private,Private
-75.143925637796926,40.057648043537611,548,326510173,,,The Westwood School,Westwood,6801 North 16th Street,19126,(267)707-6142,Open,Elementary School,pre K-3,,Private,Private
-75.211911249533571,39.955532301146569,549,226519094,,,The City School at Walnut Street,The City School at Walnut Street,4501 Walnut Street,19139,(215) 382-7839,Open,Middle School,6-8,,Private,Private
-75.218635562770899,39.955171763999701,550,126515001,8328,8560,The Workshop School,The Workshop School,221 S Hanson St,19139,(215) 471-2948,Open,High School,9-12,154,District,District
